seed,scenario,n_players,game_length,terminated_by_cap,n_winners,winner_ids,gini_final,hhi_final,n_bankruptcies,first_bankruptcy_turn,social_mobility,capital_formation,wealth_min,wealth_max,wealth_mean,wealth_sd,rent_burden_mean
597214,Baseline,2,50,FALSE,1,2,0.5,1,1,50,2,16,0,1478,739,1045.10382259372,0.0182857142857143
597215,Baseline,2,46,FALSE,1,2,0.5,1,1,46,2,24,0,3612,1806,2554.06969364581,0.00933333333333333
597216,Baseline,2,37,FALSE,1,1,0.5,1,1,37,2,9,0,1332,666,941.866232540481,0.00586666666666667
597217,Baseline,2,56,FALSE,1,2,0.422986247544204,1,1,56,0,25,196,2349,1272.5,1522.40089989464,0.0104761904761905
597218,Baseline,2,74,FALSE,1,2,0.5,1,1,74,2,61,0,1732,866,1224.7089450151,0.00631746031746032
597219,Baseline,2,77,FALSE,1,1,0.5,1,2,77,0,43,0,3817,1908.5,2699.02658378905,0.011047619047619
597220,Baseline,2,120,FALSE,1,2,0.5,1,1,120,2,120,0,1419,709.5,1003.38452250371,0.00971111111111111
597221,Baseline,2,90,FALSE,1,2,0.5,1,1,90,4,62,0,1256,628,888.126117170304,0.00884615384615385
597222,Baseline,2,88,FALSE,1,2,0.5,1,1,88,2,34,0,1260,630,890.95454429505,0.0102933333333333
597223,Baseline,2,52,FALSE,1,2,0.5,1,1,52,8,28,0,3179,1589.5,2247.89245739203,0.0114666666666667
597224,Baseline,2,42,FALSE,1,2,0.5,1,1,42,2,24,0,1587,793.5,1122.17846174305,0.0064
597225,Baseline,2,67,FALSE,1,1,0.5,1,1,67,6,43,0,1919,959.5,1356.93791309698,0.01
597226,Baseline,2,55,FALSE,1,1,0.5,1,1,55,4,10,0,3998,1999,2827.01291118382,0.00503703703703704
597227,Baseline,2,47,FALSE,1,1,0.5,1,1,47,0,16,0,1681,840.5,1188.64649917459,0.0136296296296296
597228,Baseline,2,36,FALSE,1,2,0.5,1,1,36,4,1,0,1504,752,1063.48859890457,0.0085
597229,Baseline,2,39,FALSE,1,1,0.5,1,1,39,0,15,0,3308,1654,2339.1092321651,0.0104444444444444
597230,Baseline,2,45,FALSE,1,1,0.5,1,1,45,2,25,0,1842,921,1302.49069094562,0.005
597231,Baseline,2,199,FALSE,1,1,0.5,1,1,199,2,213,0,1487,743.5,1051.4677836244,0.00854545454545455
597232,Baseline,2,42,FALSE,1,2,0.5,1,1,42,0,16,0,1822,911,1288.34855532189,0.00495238095238095
597233,Baseline,2,95,FALSE,1,1,0.5,1,1,95,2,37,0,3440,1720,2432.44732728172,0.00855555555555556
597234,Baseline,2,68,FALSE,1,2,0.5,1,1,68,3,37,-50,3361,1655.5,2411.94123062731,0.00733333333333333
597235,Baseline,2,60,FALSE,1,2,0.5,1,1,60,0,13,0,4144,2072,2930.25050123705,0.0235438596491228
597236,Baseline,2,37,FALSE,1,1,0.5,1,1,37,0,14,0,1839,919.5,1300.36937060206,0.0224444444444444
597237,Baseline,2,51,FALSE,1,1,0.5,1,1,51,4,15,0,2071,1035.5,1464.41814383734,0.0124444444444444
597238,Baseline,2,93,FALSE,1,1,0.5,1,1,93,4,67,0,2094,1047,1480.68159980463,0.0106111111111111
597239,Baseline,2,67,FALSE,1,1,0.5,1,1,67,4,21,0,1625,812.5,1149.04851942814,0.0134166666666667
597240,Baseline,2,74,FALSE,1,2,0.5,1,1,74,4,41,0,1776,888,1255.82164338731,0.00925925925925926
597241,Baseline,2,119,FALSE,1,1,0.351301115241636,1,1,119,6,57,200,1145,672.5,668.215908221288,0.0111666666666667
597242,Baseline,2,87,FALSE,1,1,0.5,1,1,87,4,52,0,3527,1763.5,2493.96561724495,0.0141176470588235
597243,Baseline,2,75,FALSE,1,1,0.5,1,1,75,10,60,0,1849,924.5,1307.44043841393,0.0076
597244,Baseline,2,51,FALSE,1,1,0.5,1,1,51,2,26,0,1937,968.5,1369.66583515834,0.0111515151515152
597245,Baseline,2,43,FALSE,1,1,0.5,1,1,43,2,17,0,1625,812.5,1149.04851942814,0.0138666666666667
597246,Baseline,2,103,FALSE,1,1,0.5,1,1,103,6,75,0,3257,1628.5,2303.04678632459,0.0150512820512821
597247,Baseline,2,97,FALSE,1,1,0.5,1,1,97,4,44,0,3783,1891.5,2674.98495322871,0.0114492753623188
597248,Baseline,2,128,FALSE,1,2,0.5,1,1,128,10,71,0,3823,1911.5,2703.26922447617,0.0192792792792793
597249,Baseline,2,49,FALSE,1,1,0.5,1,1,49,0,17,0,2152,1076,1521.69379311345,0.0119333333333333
597250,Baseline,2,54,FALSE,1,2,0.5,1,1,54,0,36,0,1720,860,1216.22366364086,0.00966666666666667
597251,Baseline,2,82,FALSE,1,2,0.5,1,1,82,2,61,0,3842,1921,2716.70425331872,0.0157254901960784
597252,Baseline,2,51,FALSE,1,1,0.5,1,1,51,0,8,0,4013,2006.5,2837.61951290162,0.00872727272727273
597253,Baseline,2,50,FALSE,1,2,0.5,1,1,50,0,25,0,3583,1791.5,2533.5635969914,0.00542222222222222
597254,Baseline,2,63,FALSE,1,1,0.5,1,1,63,2,7,0,2282,1141,1613.6176746677,0.0156296296296296
597255,Baseline,2,50,FALSE,1,2,0.5,1,1,50,2,20,0,1839,919.5,1300.36937060206,0.0138666666666667
597256,Baseline,2,148,FALSE,1,2,0.5,1,1,148,2,148,0,4053,2026.5,2865.90378414908,0.00847222222222222
597257,Baseline,2,124,FALSE,1,2,0.5,1,1,124,4,59,0,3983,1991.5,2816.40630946602,0.0151182795698925
597258,Baseline,2,47,FALSE,1,1,0.5,1,1,47,5,20,0,3235,1617.5,2287.49043713848,0.0167407407407407
597259,Baseline,2,124,FALSE,1,2,0.5,1,1,124,4,61,0,4111,2055.5,2906.9159774579,0.0105714285714286
597260,Baseline,2,116,FALSE,1,2,0.5,1,1,116,8,58,0,1703,851.5,1204.20284836069,0.0088
597261,Baseline,2,122,FALSE,1,2,0.406666666666667,1,1,122,6,77,175,1700,937.5,1078.33784130948,0.00597979797979798
597262,Baseline,2,48,FALSE,1,2,0.5,1,1,48,2,9,0,2328,1164,1646.14458660228,0.00955555555555556
597263,Baseline,2,197,FALSE,1,1,0.5,1,1,197,2,194,0,1663,831.5,1175.91857711323,0.00943030303030303
597264,Baseline,2,87,FALSE,1,1,0.5,1,1,87,4,54,0,1590,795,1124.29978208661,0.00758730158730159
597265,Baseline,2,54,FALSE,1,2,0.5,1,1,54,4,6,0,2004,1002,1417.04198949784,0.0117647058823529
597266,Baseline,2,32,FALSE,1,2,0.5,1,1,32,0,10,0,3338,1669,2360.3224356007,0.0382222222222222
597267,Baseline,2,64,FALSE,1,2,0.5,1,1,64,0,33,0,1911,955.5,1351.28105884749,0.00693333333333333
597268,Baseline,2,53,FALSE,1,1,0.5,1,1,53,4,5,0,2106,1053,1489.16688117887,0.00992592592592593
597269,Baseline,2,42,FALSE,1,2,0.5,1,1,42,2,12,0,3747,1873.5,2649.52910910599,0.0153333333333333
597270,Baseline,2,48,FALSE,1,2,0.5,1,1,48,2,17,0,3085,1542.5,2181.4244199605,0.0109333333333333
597271,Baseline,2,94,FALSE,1,2,0.418401332223147,1,1,94,2,56,196,2206,1201,1421.28463018496,0.0162727272727273
597272,Baseline,2,70,FALSE,1,2,0.5,1,1,70,4,34,0,1428,714,1009.74848353439,0.00963333333333333
597273,Baseline,2,108,FALSE,1,2,0.5,1,1,108,2,77,0,1178,589,832.971788237753,0.0143137254901961
597274,Baseline,2,31,FALSE,1,1,0.5,1,1,31,0,2,0,1872,936,1323.70389438122,0.011
597275,Baseline,2,108,FALSE,1,2,0.5,1,1,108,0,90,0,3673,1836.5,2597.20320729819,0.0104166666666667
597276,Baseline,2,123,FALSE,1,1,0.5,1,1,123,4,99,0,1824,912,1289.76276888426,0.00898148148148148
597277,Baseline,2,30,FALSE,1,2,0.5,1,1,30,0,0,0,1825,912.5,1290.46987566545,0.01
597278,Baseline,2,71,FALSE,1,1,0.446945337620579,1,1,71,4,9,198,3534,1866,2358.90822203832,0.0153333333333333
597279,Baseline,2,129,FALSE,1,1,0.5,1,1,129,2,101,0,2753,1376.5,1946.66496860657,0.00865116279069767
597280,Baseline,2,91,FALSE,1,1,0.375311720698254,1,1,91,2,71,200,1404,802,851.356564548603,0.0107301587301587
597281,Baseline,2,184,FALSE,1,2,0.5,1,1,184,2,207,0,1478,739,1045.10382259372,0.0110357142857143
597282,Baseline,2,109,FALSE,1,1,0.5,1,1,109,6,95,0,1635,817.5,1156.11958724001,0.00977777777777778
597283,Baseline,2,35,FALSE,1,1,0.5,1,2,35,0,14,0,1615,807.5,1141.97745161627,0.01
597284,Baseline,2,41,FALSE,1,1,0.5,1,1,41,6,28,0,1344,672,950.35151391472,0.008
597285,Baseline,2,72,FALSE,1,2,0.5,1,1,72,1,50,0,2082,1041,1472.19631843039,0.012078431372549
597286,Baseline,2,109,FALSE,1,1,0.5,1,1,109,2,95,0,1430,715,1011.16269709676,0.00618390804597701
597287,Baseline,2,54,FALSE,1,2,0.5,1,1,54,2,27,0,3379,1689.5,2389.31381362934,0.0165185185185185
597288,Baseline,2,88,FALSE,1,2,0.5,1,1,88,4,43,0,2110,1055,1491.99530830362,0.00866666666666667
597289,Baseline,2,118,FALSE,1,2,0.384726224783862,1,1,118,2,94,200,1535,867.5,943.987552884041,0.0143636363636364
597290,Baseline,2,36,FALSE,1,2,0.5,1,1,36,0,12,0,3077,1538.5,2175.76756571101,0.0140952380952381
597291,Baseline,2,200,TRUE,2,"1,2",0.0526675786593707,0.523629489603025,0,,4,184,1635,2020,1827.5,272.236110756821,0.00752380952380952
597292,Baseline,2,48,FALSE,1,2,0.5,1,1,48,0,17,0,3439,1719.5,2431.74022050054,0.0158
597293,Baseline,2,66,FALSE,1,2,0.5,1,1,66,2,44,0,1420,710,1004.0916292849,0.0137948717948718
597294,Baseline,2,79,FALSE,1,1,0.5,1,1,79,6,41,0,1818,909,1285.52012819714,0.00955555555555556
597295,Baseline,2,200,TRUE,2,"1,2",0.118543046357616,0.586805555555556,0,,2,164,1440,2335,1887.5,632.86056916196,0.00726553672316384
597296,Baseline,2,69,FALSE,1,1,0.5,1,1,69,2,34,0,2950,1475,2085.96500450032,0.00757575757575758
597297,Baseline,2,62,FALSE,1,2,0.5,1,1,62,0,41,0,1928,964,1363.30187412766,0.0108444444444444
597298,Baseline,2,74,FALSE,1,2,0.5,1,1,74,0,32,0,1940,970,1371.7871555019,0.00501960784313726
597299,Baseline,2,22,FALSE,1,2,0.5,1,1,22,0,4,0,2490,1245,1760.6958851545,0.0133333333333333
597300,Baseline,2,71,FALSE,1,1,0.398785425101215,1,1,71,6,22,200,1776,988,1114.40028715,0.0107777777777778
597301,Baseline,2,176,FALSE,1,2,0.5,1,1,176,6,163,0,2246,1123,1588.16183054499,0.011047619047619
597302,Baseline,2,30,FALSE,1,2,0.5,1,1,30,1,3,0,1665,832.5,1177.3327906756,0.0133333333333333
597303,Baseline,2,122,FALSE,1,2,0.5,1,1,122,8,93,0,3925,1962.5,2775.3941161572,0.00924561403508772
597304,Baseline,2,36,FALSE,1,2,0.5,1,1,36,4,12,0,2807,1403.5,1984.84873479064,0.0137777777777778
597305,Baseline,2,70,FALSE,1,2,0.5,1,1,70,2,27,0,2018,1009,1426.94148443445,0.0139649122807018
597306,Baseline,2,103,FALSE,1,1,0.5,1,1,103,2,54,0,1478,739,1045.10382259372,0.00925641025641026
597307,Baseline,2,80,FALSE,1,2,0.5,1,1,80,4,53,0,1012,506,715.592062560786,0.0123492063492064
597308,Baseline,2,63,FALSE,1,1,0.5,1,1,63,0,25,0,3734,1867,2640.33672095057,0.0103809523809524
597309,Baseline,2,73,FALSE,1,1,0.5,1,1,73,4,25,0,3293,1646.5,2328.5026304473,0.00724444444444444
597310,Baseline,2,43,FALSE,1,1,0.5,1,1,43,4,9,0,1598,799,1129.9566363361,0.00444444444444444
597311,Baseline,2,32,FALSE,1,2,0.5,1,1,32,2,6,0,2854,1427,2018.08275350641,0.00533333333333333
597312,Baseline,2,81,FALSE,1,1,0.5,1,1,81,2,43,0,1454,727,1028.13325984524,0.014952380952381
597313,Baseline,2,84,FALSE,1,2,0.5,1,2,84,6,50,0,1852,926,1309.56175875749,0.0110434782608696
597314,Baseline,2,61,FALSE,1,1,0.5,1,1,61,0,27,0,3544,1772,2505.98643252512,0.00695238095238095
597315,Baseline,2,45,FALSE,1,1,0.5,1,1,45,2,11,0,1667,833.5,1178.74700423797,0.00626666666666667
597316,Baseline,2,48,FALSE,1,2,0.5,1,1,48,0,12,0,1663,831.5,1175.91857711323,0.00466666666666667
597317,Baseline,2,57,FALSE,1,1,0.5,1,2,57,2,25,0,3785,1892.5,2676.39916679108,0.0194761904761905
597318,Baseline,2,96,FALSE,1,2,0.5,1,1,96,8,39,0,4176,2088,2952.87791823502,0.0182820512820513
597319,Baseline,2,63,FALSE,1,1,0.5,1,1,63,0,45,0,2070,1035,1463.71103705615,0.0122962962962963
597320,Baseline,2,108,FALSE,1,2,0.5,1,1,108,0,52,0,2482,1241,1755.03903090501,0.0155555555555556
597321,Baseline,2,44,FALSE,1,2,0.5,1,1,44,2,7,0,1803,901.5,1274.91352647935,0.00786666666666667
597322,Baseline,2,92,FALSE,1,2,0.5,1,1,92,2,51,0,1233,616.5,871.862661203013,0.00746666666666667
597323,Baseline,2,36,FALSE,1,2,0.5,1,1,36,0,6,0,2162,1081,1528.76486092532,0.0302857142857143
597324,Baseline,2,40,FALSE,1,2,0.5,1,1,40,4,10,0,3474,1737,2456.48895784207,0.0321904761904762
597325,Baseline,2,173,FALSE,1,1,0.5,1,1,173,2,157,0,2177,1088.5,1539.37146264311,0.00947826086956522
597326,Baseline,2,150,FALSE,1,2,0.5,1,1,150,4,130,0,1910,955,1350.57395206631,0.0117272727272727
597327,Baseline,2,39,FALSE,1,1,0.5,1,1,39,3,10,0,1726,863,1220.46630432798,0.0133333333333333
597328,Baseline,2,62,FALSE,1,2,0.5,1,1,62,2,37,0,1983,991.5,1402.19274709292,0.00690909090909091
597329,Baseline,2,42,FALSE,1,2,0.5,1,1,42,0,11,0,3879,1939.5,2742.86720422262,0.0134074074074074
597330,Baseline,2,104,FALSE,1,2,0.5,1,1,104,2,70,0,3860,1930,2729.43217538007,0.0101010101010101
597331,Baseline,2,58,FALSE,1,2,0.5,1,1,58,0,11,0,3847,1923.5,2720.23978722465,0.0106
597332,Baseline,2,53,FALSE,1,1,0.5,1,2,53,4,19,0,3993,1996.5,2823.47737727788,0.0125641025641026
597333,Baseline,2,70,FALSE,1,2,0.5,1,2,70,7,32,0,3894,1947,2753.47380594042,0.0110222222222222
597334,Baseline,2,64,FALSE,1,2,0.5,1,1,64,4,42,0,1646,823,1163.89776183306,0.00891228070175439
597335,Baseline,2,50,FALSE,1,2,0.379901960784314,1,1,50,4,10,196,1436,816,876.812408671319,0.00916666666666667
597336,Baseline,2,48,FALSE,1,2,0.41766158913133,0.834710743801653,1,48,2,7,200,2229,1214.5,1434.71965902751,0.0084
597337,Baseline,2,156,FALSE,1,2,0.5,1,1,156,2,113,0,1685,842.5,1191.47492629933,0.00774269005847953
597338,Baseline,2,112,FALSE,1,2,0.5,1,1,112,6,91,0,2996,1498,2118.4919164349,0.00813333333333333
597339,Baseline,2,50,FALSE,1,2,0.5,1,1,50,2,32,0,1737,868.5,1228.24447892103,0.00661538461538462
597340,Baseline,2,64,FALSE,1,2,0.5,1,1,64,4,15,0,1777,888.5,1256.5287501685,0.0146666666666667
597341,Baseline,2,89,FALSE,1,1,0.5,1,1,89,0,54,0,1880,940,1329.36074863071,0.00997530864197531
597342,Baseline,2,87,FALSE,1,1,0.5,1,1,87,2,41,0,1785,892.5,1262.18560441799,0.0071
597343,Baseline,2,32,FALSE,1,2,0.5,1,1,32,2,10,0,3126,1563,2210.41579798915,0.00533333333333333
597344,Baseline,2,34,FALSE,1,2,0.5,1,1,34,4,11,0,1554,777,1098.84393796389,0.0048
597345,Baseline,2,87,FALSE,1,1,0.5,1,1,87,4,39,0,1465,732.5,1035.91143443829,0.0145833333333333
597346,Baseline,2,40,FALSE,1,2,0.5,1,1,40,2,7,0,1999,999.5,1413.50645559191,0.00723809523809524
597347,Baseline,2,75,FALSE,1,1,0.5,1,1,75,2,49,0,2088,1044,1476.43895911751,0.0114
597348,Baseline,2,87,FALSE,1,1,0.5,1,1,87,4,43,0,1705,852.5,1205.61706192306,0.00930434782608696
597349,Baseline,2,165,FALSE,1,1,0.5,1,1,165,0,113,0,2310,1155,1633.41666454092,0.00992982456140351
597350,Baseline,2,56,FALSE,1,2,0.5,1,1,56,4,20,0,1565,782.5,1106.62211255695,0.00794444444444445
597351,Baseline,2,88,FALSE,1,2,0.5,1,1,88,0,65,0,2422,1211,1712.61262403382,0.0056
597352,Baseline,2,123,FALSE,1,1,0.5,1,1,123,4,118,0,1875,937.5,1325.82521472478,0.0106078431372549
597353,Baseline,2,122,FALSE,1,2,0.5,1,1,122,10,88,0,2020,1010,1428.35569799683,0.00841176470588235
597354,Baseline,2,113,FALSE,1,1,0.5,1,1,113,2,79,0,1629,814.5,1151.87694655289,0.0105747126436782
597355,Baseline,2,45,FALSE,1,1,0.5,1,1,45,3,3,0,1767,883.5,1249.45768235663,0.00844444444444444
597356,Baseline,2,62,FALSE,1,2,0.5,1,2,62,2,8,0,2210,1105,1562.70598642227,0.00615384615384615
597357,Baseline,2,146,FALSE,1,2,0.5,1,1,146,8,117,0,1883,941.5,1331.48206897427,0.0106
597358,Baseline,2,102,FALSE,1,2,0.5,1,1,102,0,44,0,1960,980,1385.92929112563,0.0148405797101449
597359,Baseline,2,58,FALSE,1,2,0.5,1,1,58,4,27,0,4013,2006.5,2837.61951290162,0.0104285714285714
597360,Baseline,2,152,FALSE,1,2,0.5,1,1,152,10,141,0,1693,846.5,1197.13178054883,0.00784126984126984
597361,Baseline,2,30,FALSE,1,2,0.5,1,1,30,2,7,0,1044,522,738.219479558756,0.008
597362,Baseline,2,97,FALSE,1,1,0.5,1,1,97,6,77,0,1792,896,1267.13535188629,0.00792156862745098
597363,Baseline,2,81,FALSE,1,1,0.5,1,2,81,4,28,0,2255,1127.5,1594.52579157566,0.0121777777777778
597364,Baseline,2,33,FALSE,1,1,0.5,1,1,33,0,8,0,3451,1725.5,2440.22550187478,0.00733333333333333
597365,Baseline,2,50,FALSE,1,2,0.5,1,1,50,0,23,0,1968,984,1391.58614537513,0.00773333333333333
597366,Baseline,2,166,FALSE,1,2,0.5,1,1,166,16,155,0,2265,1132.5,1601.59685938753,0.0104081632653061
597367,Baseline,2,82,FALSE,1,2,0.5,1,1,82,4,35,0,3838,1919,2713.87582619397,0.0209333333333333
597368,Baseline,2,41,FALSE,1,1,0.5,1,1,41,4,10,0,2988,1494,2112.8350621854,0.0171333333333333
597369,Baseline,2,116,FALSE,1,2,0.5,1,1,116,2,61,0,4026,2013,2846.81190105704,0.0122424242424242
597370,Baseline,2,68,FALSE,1,2,0.5,1,1,68,2,48,0,1423,711.5,1006.21294962846,0.00628571428571429
597371,Baseline,2,41,FALSE,1,1,0.5,1,1,41,2,19,0,1400,700,989.949493661167,0.00422222222222222
597372,Baseline,2,119,FALSE,1,1,0.5,1,1,119,2,82,0,1932,966,1366.13030125241,0.0085
597373,Baseline,2,36,FALSE,1,2,0.5,1,1,36,2,4,0,3669,1834.5,2594.37478017344,0.00466666666666667
597374,Baseline,2,159,FALSE,1,1,0.5,1,1,159,2,114,0,2857,1428.5,2020.20407384997,0.0139710144927536
597375,Baseline,2,53,FALSE,1,1,0.5,1,1,53,6,17,0,3678,1839,2600.73874120412,0.0146
597376,Baseline,2,59,FALSE,1,1,0.5,1,1,59,0,13,0,1691,845.5,1195.71756698645,0.0104444444444444
597377,Baseline,2,58,FALSE,1,2,0.5,1,1,58,6,36,0,1650,825,1166.7261889578,0.0101025641025641
597378,Baseline,2,70,FALSE,1,2,0.5,1,1,70,4,40,0,3634,1817,2569.62604283191,0.0156923076923077
597379,Baseline,2,60,FALSE,1,2,0.5,1,1,60,2,41,0,1446,723,1022.47640559575,0.00846666666666667
597380,Baseline,2,69,FALSE,1,1,0.407260201377848,1,1,69,2,32,175,1712,943.5,1086.82312268372,0.00586666666666667
597381,Baseline,2,128,FALSE,1,2,0.5,1,2,128,0,93,0,3826,1913,2705.39054481973,0.00863492063492064
597382,Baseline,2,48,FALSE,1,2,0.5,1,1,48,4,7,0,3704,1852,2619.12351751497,0.011
597383,Baseline,2,55,FALSE,1,1,0.5,1,2,55,2,16,0,3709,1854.5,2622.65905142091,0.0105333333333333
597384,Baseline,2,117,FALSE,1,1,0.391774891774892,0.834710743801653,1,117,8,90,200,1648,924,1023.89061915812,0.00701234567901235
597385,Baseline,2,90,FALSE,1,2,0.5,1,1,90,4,54,0,1306,653,923.481456229631,0.00588505747126437
597386,Baseline,2,80,FALSE,1,2,0.5,1,1,80,12,45,0,3416,1708,2415.47676453325,0.01488
597387,Baseline,2,64,FALSE,1,2,0.5,1,1,64,1,36,0,1957,978.5,1383.80797078207,0.00741176470588235
597388,Baseline,2,50,FALSE,1,2,0.5,1,1,50,2,21,0,3483,1741.5,2462.85291887275,0.004
597389,Baseline,2,74,FALSE,1,2,0.5,1,1,74,0,26,0,3991,1995.5,2822.06316371551,0.00895833333333333
597390,Baseline,2,34,FALSE,1,2,0.5,1,1,34,0,15,0,3416,1708,2415.47676453325,0.004
597391,Baseline,2,50,FALSE,1,2,0.5,1,1,50,0,12,0,3493,1746.5,2469.92398668461,0.0152592592592593
597392,Baseline,2,42,FALSE,1,2,0.5,1,1,42,4,8,0,2790,1395,1972.82791951047,0.00914285714285714
597393,Baseline,2,25,FALSE,1,1,0.5,1,1,25,2,2,0,1630,815,1152.58405333407,0.00766666666666667
597394,Baseline,2,62,FALSE,1,2,0.5,1,1,62,3,34,0,1871,935.5,1322.99678760003,0.025047619047619
597395,Baseline,2,93,FALSE,1,1,0.5,1,1,93,1,60,0,1925,962.5,1361.1805537841,0.00866666666666667
597396,Baseline,2,45,FALSE,1,1,0.5,1,1,45,0,12,0,3561,1780.5,2518.0072478053,0.00533333333333333
597397,Baseline,2,63,FALSE,1,1,0.5,1,1,63,2,25,-25,3701,1838,2634.67986670108,0.00671111111111111
597398,Baseline,2,31,FALSE,1,1,0.5,1,1,31,2,15,0,1316,658,930.552524041497,0.00433333333333333
597399,Baseline,2,86,FALSE,1,2,0.5,1,1,86,2,74,0,1840,920,1301.07647738325,0.00736842105263158
597400,Baseline,2,44,FALSE,1,2,0.5,1,1,44,2,25,0,1512,756,1069.14545315406,0.00916666666666667
597401,Baseline,2,78,FALSE,1,2,0.5,1,1,78,8,50,0,2139,1069.5,1512.50140495803,0.00837037037037037
597402,Baseline,2,42,FALSE,1,2,0.5,1,1,42,2,11,0,3740,1870,2644.57936163769,0.00444444444444444
597403,Baseline,2,56,FALSE,1,2,0.5,1,1,56,0,13,0,3739,1869.5,2643.8722548565,0.0277777777777778
